OrderID,OrderLineNo,OrderDate,ShipDate,ShipMode,OrderStatus,PaymentMethod,Quantity,Discount,LineTotal
ORD-1570,2,02-12-2025,14-12-2025,Second Class,Delivered,Bank Transfer,9,0,6706.44
ORD-1571,1,22-06-2025,30-06-2025,First Class,Processing,Bank Transfer,4,0,2657.04
ORD-1572,1,24-05-2026,30-05-2026,Standard Class,Cancelled,Credit Card,8,0.05,2615.31
ORD-1573,3,23-10-2025,28-10-2025,Second Class,Returned,Credit Card,6,0.1,5412.64
ORD-1574,1,29-10-2025,04-11-2025,First Class,Returned,Bank Transfer,9,0.15,2152.4
ORD-1575,1,02-07-2026,12-07-2026,Same Day,Cancelled,Credit Card,4,0.1,2941.27
ORD-1576,2,12-12-2025,19-12-2025,Second Class,Shipped,Credit Card,10,0.2,6477.36
ORD-1577,2,23-03-2025,02-04-2025,Standard Class,Cancelled,Debit Card,10,0.05,4767.57
ORD-1578,2,01-06-2026,12-06-2026,First Class,Cancelled,Credit Card,10,0.2,8010.64
ORD-1579,1,22-06-2026,02-07-2026,Second Class,Cancelled,Store Credit,1,0.2,647.74
ORD-1580,2,10-05-2025,14-05-2025,First Class,Returned,PayPal,4,0.15,555.19
ORD-1581,3,30-08-2025,09-09-2025,Same Day,Shipped,PayPal,1,0.1,246.1
ORD-1582,2,23-02-2025,24-02-2025,Standard Class,Processing,Credit Card,9,0.2,5380.49
ORD-1583,2,29-05-2026,09-06-2026,Same Day,Cancelled,Bank Transfer,6,0.15,1266.33
ORD-1584,3,24-03-2026,01-04-2026,Same Day,Processing,Bank Transfer,3,0,2429.01
ORD-1585,3,02-05-2025,05-05-2025,Standard Class,Shipped,Bank Transfer,1,0,359.57
ORD-1586,2,10-03-2026,13-03-2026,Same Day,Returned,Debit Card,7,0.2,1390.48
ORD-1587,1,22-06-2025,29-06-2025,Same Day,Returned,Credit Card,6,0,2565.9
ORD-1588,2,02-09-2024,14-09-2024,First Class,Delivered,Credit Card,9,0,9713.52
ORD-1589,3,19-05-2026,21-05-2026,Standard Class,Shipped,Store Credit,10,0.05,9522.23
ORD-1590,1,19-12-2024,28-12-2024,Same Day,Delivered,Store Credit,10,0,6642.6
ORD-1591,1,11-08-2025,17-08-2025,Same Day,Cancelled,Store Credit,9,0.2,4362.55
ORD-1592,2,25-06-2026,02-07-2026,First Class,Shipped,Credit Card,6,0.2,3809.95
ORD-1593,1,01-12-2024,13-12-2024,Same Day,Returned,Debit Card,10,0,5670.2
ORD-1594,2,01-07-2026,13-07-2026,Same Day,Delivered,Debit Card,10,0,6116.8
ORD-1595,2,29-08-2025,03-09-2025,First Class,Processing,Credit Card,3,0.1,1753.81
ORD-1596,1,06-08-2024,17-08-2024,First Class,Shipped,Bank Transfer,8,0,405.76
ORD-1597,3,17-09-2024,23-09-2024,Second Class,Cancelled,Bank Transfer,2,0,195.18
ORD-1598,3,04-12-2025,16-12-2025,First Class,Delivered,PayPal,3,0,910.56
ORD-1599,2,17-02-2026,24-02-2026,Second Class,Cancelled,Bank Transfer,8,0,4893.44
ORD-1600,2,25-04-2026,26-04-2026,Same Day,Processing,Store Credit,5,0.2,814.96
ORD-1601,2,07-06-2025,14-06-2025,First Class,Processing,PayPal,10,0.15,1175.55
ORD-1602,3,15-10-2024,23-10-2024,Second Class,Returned,PayPal,4,0.15,692.72
ORD-1603,1,29-08-2025,07-09-2025,Standard Class,Delivered,Bank Transfer,1,0.15,292.5
ORD-1604,2,27-12-2025,02-01-2026,First Class,Shipped,Credit Card,4,0.15,3983.34
ORD-1605,3,15-07-2026,25-07-2026,Standard Class,Delivered,Credit Card,4,0.1,1113.8
ORD-1606,2,18-02-2026,20-02-2026,Same Day,Delivered,Bank Transfer,3,0,1445.4
ORD-1607,1,16-11-2025,21-11-2025,First Class,Delivered,Bank Transfer,3,0.2,2736.72
ORD-1608,1,18-06-2026,23-06-2026,Same Day,Shipped,Store Credit,3,0.05,2123.71
ORD-1609,2,28-01-2026,30-01-2026,Second Class,Returned,Credit Card,3,0.1,704.73
ORD-1610,3,21-11-2024,22-11-2024,First Class,Cancelled,Credit Card,2,0,546.9
ORD-1611,1,02-07-2025,03-07-2025,First Class,Cancelled,Store Credit,7,0,1914.57
ORD-1612,3,31-03-2025,08-04-2025,Standard Class,Returned,Debit Card,7,0.05,2843.87
ORD-1613,2,03-10-2024,05-10-2024,First Class,Processing,Bank Transfer,10,0.1,1469.61
ORD-1614,2,09-09-2024,15-09-2024,Standard Class,Cancelled,PayPal,9,0.2,5397.62
ORD-1615,3,04-03-2026,11-03-2026,Same Day,Delivered,PayPal,4,0,930.16
ORD-1616,1,12-09-2025,24-09-2025,Second Class,Delivered,Store Credit,4,0,4220.28
ORD-1617,3,25-09-2025,04-10-2025,Same Day,Delivered,Credit Card,5,0.05,5126.58
ORD-1618,3,14-01-2025,21-01-2025,Same Day,Returned,Debit Card,2,0,1223.36
ORD-1619,3,06-02-2025,18-02-2025,Standard Class,Cancelled,Store Credit,3,0.05,861.1
ORD-1620,1,11-05-2025,12-05-2025,First Class,Delivered,Bank Transfer,3,0.15,773.98
ORD-1621,3,04-11-2025,06-11-2025,Second Class,Delivered,Debit Card,2,0.05,529.32
ORD-1622,3,13-06-2025,19-06-2025,Second Class,Processing,Debit Card,2,0.15,1266.77
ORD-1623,1,13-08-2024,15-08-2024,Same Day,Shipped,PayPal,2,0,1634.04
ORD-1624,1,06-12-2025,16-12-2025,Same Day,Shipped,Credit Card,1,0,278.59
ORD-1625,3,26-08-2025,29-08-2025,First Class,Cancelled,Bank Transfer,2,0.15,1793.62
ORD-1626,2,12-11-2025,23-11-2025,Same Day,Shipped,Debit Card,5,0.1,2168.1
ORD-1627,1,27-10-2025,08-11-2025,First Class,Processing,Bank Transfer,8,0.1,2477.66
ORD-1628,3,04-02-2026,06-02-2026,First Class,Returned,Store Credit,9,0,9279.18
ORD-1629,1,03-10-2025,08-10-2025,Second Class,Cancelled,Bank Transfer,1,0,664.26
ORD-1630,1,26-12-2025,27-12-2025,Same Day,Processing,PayPal,6,0,1671.54
ORD-1631,1,23-09-2024,24-09-2024,Second Class,Shipped,Credit Card,2,0.15,165.9
ORD-1632,3,10-06-2026,14-06-2026,First Class,Cancelled,Debit Card,8,0.1,3079.08
ORD-1633,1,17-10-2024,19-10-2024,Second Class,Cancelled,Debit Card,6,0,631.92
ORD-1634,1,27-02-2026,07-03-2026,Same Day,Shipped,Debit Card,10,0.05,1000.54
ORD-1635,3,09-03-2025,15-03-2025,Second Class,Processing,PayPal,3,0.05,1893.14
ORD-1636,2,03-10-2024,15-10-2024,Second Class,Delivered,Bank Transfer,10,0,7451.6
ORD-1637,1,11-02-2026,15-02-2026,Second Class,Returned,Store Credit,5,0.1,1444.68
ORD-1638,2,16-06-2025,20-06-2025,First Class,Delivered,Bank Transfer,10,0.05,10023.16
ORD-1639,1,16-05-2025,26-05-2025,Standard Class,Cancelled,Credit Card,4,0.1,1092.67
ORD-1640,2,26-11-2025,03-12-2025,Standard Class,Cancelled,Bank Transfer,9,0.05,8570.01
ORD-1641,1,13-07-2025,25-07-2025,First Class,Processing,Debit Card,7,0,7385.49
ORD-1642,3,25-08-2025,05-09-2025,Same Day,Returned,Store Credit,5,0,5275.35
ORD-1643,2,08-11-2024,20-11-2024,Same Day,Delivered,Credit Card,7,0,4649.82
ORD-1644,2,13-05-2025,22-05-2025,First Class,Returned,Store Credit,1,0,105.32
ORD-1645,1,06-03-2026,16-03-2026,First Class,Delivered,Credit Card,6,0.15,2768.43
ORD-1646,3,03-09-2025,09-09-2025,Standard Class,Returned,Debit Card,6,0,4483.74
ORD-1647,3,03-07-2026,14-07-2026,Second Class,Shipped,PayPal,8,0.15,5067.09
ORD-1648,2,14-11-2024,19-11-2024,First Class,Cancelled,Bank Transfer,1,0,105.32
ORD-1649,3,09-12-2025,17-12-2025,First Class,Cancelled,Store Credit,9,0.15,8962.51
ORD-1650,1,31-05-2026,04-06-2026,Same Day,Shipped,PayPal,8,0,780.72
